vin|year|make|model|trim|dealer_name|dealer_street|dealer_city|dealer_state|dealer_zip|listing_price|listing_mileage|used|certified|style|driven_wheels|engine|fuel_type|exterior_color|interior_color|seller_website|first_seen_date|last_seen_date|dealer_vdp_last_seen_date|listing_status
JM3KFBCM4N0641698|2022|Mazda|Mazda CX-5|2.5 S Preferred|Island Auto Group|1580 Hylan Blvd|Staten Island|NY|10305|31125|3|FALSE|FALSE|SUVs|AWD|2.5L SKYACTIV-G 4-Cylinders|Gasoline|Snowflake White Pearl|Parchment Leather|https://www.islandautogroup.com|2022-07-22|2022-08-17|2022-08-17|
WDCGG8HB3BF649204|2011|Mercedes-Benz|GLK-Class GLK 350 4MATIC GLK 350|GLK 350|Piazza Mazda Of Reading|3728 Pottsville Pike|Reading|PA|19605|12990|114699|TRUE|FALSE|GLK350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A)|all wheel drive|gas||Palladium Silver Metallic|Black Leatherette|https://www.piazzamazdaofreading.com|2022-08-14|2022-08-17|2022-08-17|
2GC4YNEY6N1229252|2022|Chevrolet|Silverado 2500HD|LT|Auto Assistance, LLC|2274 Azalea Dr STE C|Lawrenceville|GA|30043|||FALSE|FALSE|Truck|4WD|Duramax Turbo-Diesel V8 engine|Biodiesel|Black|Jet Black, Cloth Seat Trim|https://cuautosearch.com|2022-05-15|2022-08-17|2022-08-17|in_transit
2C4RDGEG7KR760171|2019|Dodge|Grand Caravan|GT|Hertz Car Sales Clearwater|21154 Us Hwy 19 N|Clearwater|FL|33765|21049|53963|TRUE|FALSE|Van Passenger Van|Front-wheel|V-6 Cylinders||Octane Red Pearlcoat|Black|https://www.hertzcarsales.com|2022-06-17|2022-08-14|2022-08-14|
3TMDZ5BN3KM062327|2019|Toyota|Tacoma|SR5|Land Rover At Virginia Beach|3033 Virginia Beach Blvd|Virginia Beach|VA|23452|38179|30236|TRUE|FALSE|Trucks|4WD|3.5L V6 PDI DOHC 24V LEV3-ULEV70 278hp|Gasoline|Midnight Black Metallic|Black|https://www.landrovervirginiabeach.com|2022-07-26|2022-08-17|2022-08-17|
3C6RR7LT5FG641670|2015|Ram|1500|Big Horn|Murdock Auto Group|3275 Main St|Logan|UT|84341|25995|115468|TRUE|FALSE|Pickup Truck|Four-wheel Drive|5.7L V8 16V MPFI OHV||Black|Gray|https://www.murdockautoteam.com|2022-07-01|2022-08-17|2022-08-17|
5N1DR3CC9NC218745|2022|Nissan|Pathfinder|SL|Carvana|ONLINE_ONLY|Dallas|TX|75081|47990|8758|TRUE|FALSE|SL Sport Utility 4D|four wheel drive|V6, 3.5 Liters|Gasoline|White|Black|https://www.carvana.com|2022-06-18|2022-08-16|2022-06-23|
1C4RJFAG0LC105546|2020|Jeep|Grand Cherokee Altitude SUV|Altitude 4WD|Lithia Chrysler Dodge Jeep Ram Fiat Of Helena|3401 Us-12|Helena|MT|59601|44375|15239|TRUE|FALSE|suv|Four-Wheel Drive||Gasoline|Black||https://www.lithiachryslerhelena.com|2022-05-30|2022-08-17|2022-08-11|
1GNSKGKL4NR362698|2022|Chevrolet|Suburban|High Country|Chevrolet Dodge Kia - Jeff Belzer|21111 Cedar Ave D|Lakeville|MN|55044|84955|1|FALSE|FALSE|suv|Four-Wheel Drive|420 hp 6.2L V8|Gasoline|Gray (dark Ash Metallic)|Jet Black, Perforated Leather Seating Surfaces 1st And 2nd Row|https://www.jeffbelzer.com|2022-07-23|2022-08-17|2022-08-17|
KL4CJASB0LB028012|2020|Buick|Encore||Hertz Car Sales Tampa|11608 N Florida Ave|Tampa|FL|33612|19300|45549|TRUE|FALSE|||||||https://www.hertzcarsales.com|2022-08-02|2022-08-17|2022-08-17|
3N1CN8EV8LL874821|2020|Nissan|Versa|1.6 SV|Hertz Car Sales Albuquerque|7710 Lomas Blvd NE|Albuquerque|NM|87110|18010|51292|TRUE|FALSE|Sedan|Front-Wheel|I-4 Cylinders||Super Black|Graphite|https://www.hertzcarsales.com|2022-06-12|2022-08-17|2022-08-17|
1GYKNCRS8LZ139979|2020|Cadillac|XT5|Premium Luxury FWD|Echopark Automotive Baltimore|6001 Reisterstown Rd|Baltimore|MD|21215|35789|42000|TRUE|FALSE|crossover|Front-Wheel Drive|3.6L V6 24V GDI DOHC|Gasoline|Manhattan Noir Metallic|Kona Brown Sauvage|https://www.echopark.com|2022-07-14|2022-08-17|2022-08-17|
5TFAY5F1XKX813480|2019|Toyota|Tundra|Platinum  Lift  Fuel Rims  Wrangler Duratracs  Flares  Quilted Leather  Loaded|Ride Bc|38123 Cleveland Ave|Squamish|BC|V8B 0C4|61875|56206|TRUE|FALSE||4 x 4|381 hp 5.7L V8|Gasoline|Silver|Black|https://www.ridebc.ca|2022-02-12|2022-08-17|2022-08-17|
4S4WMAPD4L3421134|2020|Subaru|Ascent|Limited 7 Passenger|Cochran Expressway - Delivery To Your Driveway|ONLINE_ONLY|Monroeville|PA|15146|38993|15661|TRUE|FALSE|suv|All-Wheel Drive|2.4L H4 16V GDI DOHC Turbo|Gasoline|Ice Silver Metallic|Black|https://www.cochranexpressway.com|2022-08-11|2022-08-17|2022-08-16|
1FTFW1E88NFC09424|2022|Ford|F-150 XLT Truck 4x4|XLT|Ronnie Thompson Ford|130 Coosawattee Dr|Ellijay|GA|30540|63200||FALSE|FALSE||4x4|3.5L V6 EcoBoost® with Auto Start-Stop Technology Engine||Iconic Silver Metallic|Unique Black Sport Cloth - Black|https://www.ronniethompsonford.com|2022-08-02|2022-08-17|2022-08-17|in_transit
7FARW2H89NE042384|2022|Honda|CR-V|EX-L|Ray Price|6320 United States Rte 209|Stroudsburg|PA|18360|35040|0|FALSE|FALSE|crossover|AWD4WD|190 hp 1.5L I4|Gasoline|Radiant Red Metallic Exterior||https://www.raypricecars.com|2022-08-17|2022-08-17|2022-08-17|
58ADZ1B16LU069859|2020|Lexus|ES 350 Base Sedan|350|Midway Ford|8155 W Flagler St|Miami|FL|33144|35679|18462|TRUE|FALSE|4D Sedan|FWD|3.5L V6 DOHC Dual VVT-i 24V|Gasoline|White|Black|https://www.midwaymiami.com|2022-06-18|2022-08-17|2022-08-17|
1FTFW1R64EFA60597|2014|Ford|F-150|SVT Raptor SuperCrew 4WD|Choice Auto|4001 William Penn Hwy|Murrysville|PA|15668|41152|94491|TRUE|FALSE|pickup_truck|Four-Wheel Drive|411 hp 6.2L V8|Gasoline|Blue Flame Metallic|Black|https://choiceautosalesonline.com|2022-08-04|2022-08-17|2022-08-17|
1J4FF48S2YL164019|2000|Jeep|Cherokee|Sport 4-Door 4WD|Belton Motors LLC|9397 Belton Honea Path Hwy|Belton|SC|29627|4990|154846|TRUE|FALSE|suv|Four-Wheel Drive|190 hp 4L I6|Gasoline|Blue||https://www.beltonmotors.com|2022-08-09|2022-08-17|2022-08-16|
JTJBARBZ7H2107033|2017|Lexus|NX 200t|F Sport|Subaru Of New England|111 Morse St|Norwood|MA|02062|33312|41380|TRUE|FALSE|SUV|All-wheel Drive|2.0L I4 16V PDI DOHC Turbo|Premium Unleaded|White|Black|https://www.subaruofnewengland.com|2022-06-27|2022-08-17|2022-08-17|
1FTEW1CPXFFD03148|2015|Ford|F-150 2WD SuperCrew|2WD|Twin City Used Car Sales|1015 Gault Ave S|Fort Payne|AL|35967||85044|TRUE|FALSE|Super Crew|RWD|Regular Unleaded 2.7 Liters EcoBoost|Gas|Tuxedo Black Metallic|Black|https://www.twincityusedcars.com|2022-04-09|2022-08-17|2022-08-17|
1FT8W3BT4FED61009|2015|Ford|F-350 XLT Crew Cab Shortbox|V-8 Cylinder|Sioux Falls Ford|4901 W 26th St|Sioux Falls|SD|57106|42990|62225|TRUE|TRUE|pickup_truck|Four-Wheel Drive|440 hp 6.7L V8 Biodiesel|Biodiesel|Gray||https://www.siouxfallsford.com|2022-08-12|2022-08-17|2022-08-17|
1FM5K8DH8JGC27827|2018|Ford|Explorer|XLT|Jerry Seiner Dealerships|1530 500 W STE B|Salt Lake City|UT|84115|31895|59041|TRUE|FALSE||AWD4WD|||Ingot Silver Exterior||https://www.jerryseiner.com|2022-08-04|2022-08-17|2022-08-17|
3TMAZ5CN8LM134349|2020|Toyota|Tacoma 2WD|SR5|North Bakersfield Toyota|19651 Industry Pkwy Dr|Bakersfield|CA|93308|37123|20226|TRUE|TRUE|SR5 4dr Double Cab 5.0 ft. SB (3.5L 6cyl 6A)|rear wheel drive|gas||Magnetic Gray Metallic|Cement Gray Cloth|https://www.northbakersfieldtoyota.com|2022-06-11|2022-08-17|2022-08-17|
3C6UR5FL8NG283263|2022|Ram|2500|RAM 2500 LARAMIE CREW CAB 4X4 6'4' BOX|Rothrock Motors - Chrysler, Dodge, Jeep, Ram|1608 Plaza Ln|Allentown|PA|18104|82690||FALSE|FALSE|Crew Cab|4x4|6.7L I6 Cummins Turbo Diesel Engine|Diesel Fuel|Diamond Black Crystal Pearlcoat|Black|https://www.rothrockcdjr.com|2022-06-02|2022-08-17|2022-08-17|
JN1BJ1CV9LW256144|2020|Nissan|Rogue Sport|S|Hertz Car Sales Cleveland|2825 Medina Rd|Medina|OH|44256|19700|47034|TRUE|FALSE|SUV|Front-Wheel|I-4 Cylinders||Caspian Blue|Charcoal|https://www.hertzcarsales.com|2022-07-20|2022-08-17|2022-08-17|
1FMCU0F63LUC18679|2020|Ford|Escape|S|Hudson Automotive|1055 Crossing Pl|Madisonville|KY|42431|23900|16722|TRUE|FALSE|S 4dr SUV (1.5L 3cyl Turbo 8A)|front wheel drive|gas|Gasoline|Oxford White|Dark Earth Gray Cloth|https://www.hudsonauto.com|2022-02-02|2022-08-17|2022-08-17|
1G1ZD5ST3LF114231|2020|Chevrolet|Malibu|LT|Hertz Car Sales Philadelphia|6815 Essington Ave|Philadelphia|PA|19153|22050|41579|TRUE|FALSE|LT Sedan 4D|front wheel drive|4-Cylinders, Turbo, 1.5 Liters|Regular Unleaded|Gray|Jet Black Premium Cloth|https://www.hertzcarsales.com|2022-06-17|2022-08-17|2022-08-17|
2C3CDZAG4NH175148|2022|Dodge|Challenger|Challenger SXT|Berman Chrysler Dodge Jeep Ram|4630 W 95th St|Oak Lawn|IL|60453|35705|23|FALSE|FALSE|2D Coupe|RWD|3.6L V6 24V VVT|Gasoline|Red|Black|https://www.bermancdjr.com|2022-05-29|2022-08-17|2022-08-17|
1C6RR7LG4NS131238|2022|Ram|1500 Classic|Warlock|Peel Chrysler Jeep Dodge Ram Fiat|212 Lakeshore Rd W|Mississauga|ON|L5H 1G6|58059|5|FALSE|FALSE|Classic Warlock|4WD|3.6L Pentastar VVT V6|Flex Fuel Vehicle|Diamond Black Crystal Pearlcoat|Black|https://www.peelchryslerjeep.com|2021-11-27|2022-08-18|2022-01-25|
4JGFB4JB9NA818111|2022|Mercedes-Benz|GLE 350||Mercedes-Benz Of Fort Lauderdale|2411 S Federal Hwy|Fort Lauderdale|FL|33316||5|FALSE|FALSE|||||||https://www.mercedesbenzfortlauderdale.com|2022-08-11|2022-08-17|2022-08-17|in_transit
5J6RW2H97KL003767|2019|Honda|CR-V|Touring|Billion Auto - Southtown (Chevrolet Buick)|47025 Sd-44|Worthing|SD|57077|35995|23548|TRUE|FALSE|Sport Utility|All Wheel|L4, 1.5L; DOHC||Maroon|Ivory|https://www.billionauto.com|2021-08-07|2022-08-17|2022-08-17|
1GNSKRKL9NR350672|2022|Chevrolet|Tahoe RST SUV|4WD RST|Schwieters Ford Of Montevideo, Inc.|2207 E Hwy 7|Montevideo|MN|56265|73905|2|FALSE|FALSE|SUV|4WD|6.2L V8 engine|Gas|Black|Jet Black/victory Red|https://www.schwietersford.com|2022-07-08|2022-08-17|2022-08-17|
1C6JJTBG4NL123505|2022|Jeep|Gladiator|GLADIATOR RUBICON 4X4|Sansone Auto|90-100, 90-100 Us-1|Avenel|NJ|07001|60985||FALSE|FALSE|Crew Cab|4x4|3.6L V6 24V VVT Engine with Stop/Start|Four Wheel Drive|Bright White Clear-coat Paint|Black|https://www.genesisofwoodbridgenj.com|2022-01-28|2022-08-17|2022-08-17|
3C6UR5FLXNG368329|2022|Ram|2500 LARAMIE CREW CAB 4X4 6'4' BOX 4WD Standard Pickup Trucks|Laramie|Liberty Hyundai Mazda|404 Cambell St|Rapid City|SD|57701|77970||FALSE|FALSE|pickup_truck|AWD4WD|370 hp 6.7L I6 Diesel|Diesel|Bright White Exterior|Black|https://www.libertysuperstores.com|2022-08-03|2022-08-17|2022-08-17|in_transit
JTHHP5BC8H5006113|2017|Lexus|RC F Coupe|RWD|Coggin Deland Hyundai|2308 S Woodland Blvd|Deland|FL|32720|53982|40134|TRUE|TRUE|Coupe|RWD|467 hp 5L V8|Gas|Ultra Whit Exterior|Black|https://www.coggindelandhyundai.com|2022-08-09|2022-08-17|2022-08-15|
5N1AT3BBXMC734463|2021|Nissan|Rogue||Hertz Car Sales Costa Mesa|3130 Harbor Blvd|Costa Mesa|CA|92626|31700|41938|TRUE|FALSE|||||||https://www.hertzcarsales.com|2022-08-17|2022-08-17|2022-08-17|
3PCAJ5K35NF113697|2022|Infiniti|QX55|ESSENTIAL ProASSIST|Autocanada|15511 123 Ave NW #200|Edmonton|AB|T5V 0C3|63404||FALSE|FALSE||All-wheel drive (AWD)|268 hp 2L I4|Gasoline|Red|Stone|https://www.autocan.ca|2022-03-04|2022-08-17|2022-08-16|
5XXG64J23NG161498|2022|Kia|K5|GT-Line FWD|Allstar Kia San Bernardino|735 Show Case Dr N|San Bernardino|CA|92408|28090||TRUE|FALSE|||Turbo, I-4||Wolf Gray|Black Cloth And Syntex Seating Materials|https://www.allstarkiasanbernardino.com|2022-08-16|2022-08-17||
3N1CN8EV0LL895338|2020|Nissan|Versa|SV|Hendrick Honda Pompano Beach|5381 N Federal Hwy|Pompano Beach|FL|33064|20848|32096|TRUE|FALSE|Sedan|Front-wheel Drive|1.6L I4 16V MPFI DOHC|Gasoline|Black|Graphite|https://www.hendrickhondapompanobeach.com|2022-08-05|2022-08-17|2022-08-12|
JM3KFACM1J1429887|2018|Mazda|CX-5|Touring|Land Rover At Van Nuys|15500 Roscoe Blvd|Van Nuys|CA|91406|27974|33412|TRUE|TRUE|Touring 4dr SUV (2.5L 4cyl 6A)|front wheel drive|gas|Gasoline|Machine Gray Metallic|Black Leatherette/sueded Microfiber|https://www.landrovervannuys.com|2022-07-01|2022-08-17|2022-08-17|
2C3CDZAG0NH191850|2022|Dodge|Challenger SXT for sale in Portland, OR|SXT|Lithia Motors, Inc|150 N Bartlett St|Medford|OR|97501|||FALSE|FALSE|Coupe|RWD|V6 24-Valve VVT Engine||F8 Green Paint|Black|https://www.lithia.com|2022-07-25|2022-08-17|2022-08-17|in_transit
1N4AL2AP4CC179896|2012|Nissan|Altima|2.5 S|Maguire Toyota Of Ithaca|370 Elmira Rd|Ithaca|NY|14850|||TRUE|FALSE|||||||https://www.maguiretoyota.com|2022-08-16|2022-08-17|2022-08-17|
1C4HJXEG4JW211814|2018|Jeep|Wrangler Unlimited Wrangler Unlimited Sahara|Sahara 4WD|Shift.Com|ONLINE_ONLY|Santa Rosa|CA|95407|36450|25046|TRUE|FALSE|suv|Four-Wheel Drive|285 hp 3.6L V6|gasoline|White|Black Leather|https://shift.com|2022-05-22|2022-08-17|2022-08-17|
SADCP2BV0HA051473|2017|Jaguar|F-PACE|First Edition|Tim Dahle Nissan Murray|4528 S State St|Murray|UT|84107|40198|40905|TRUE|FALSE|First Edition 4dr SUV AWD (3.0L 6cyl S/C 8A)|all wheel drive|gas|Gasoline|Rhodium Silver Metallic|White|https://www.timdahlemurray.com|2021-10-26|2022-08-17|2022-08-17|
1HGCR2F56EA203995|2014|Honda|Accord|Sport|Carvana|ONLINE_ONLY|Fort Myers|FL|33912|19990|67017|TRUE|FALSE|Sport Sedan 4D|Front-wheel Drive|4-Cylinders, i-VTEC, 2.4 Liters||Gray|Black|https://www.carvana.com|2022-08-12|2022-08-18|2022-08-12|
1V2WP2CAXPC503435|2023|Volkswagen|Atlas|2.0T SE w\\/Technology|Mossy Volkswagen|1695 Auto Park Way S|Escondido|CA|92025|41192||FALSE|FALSE||FWD||Premium Unleaded|Platinum Gray Exterior||https://www.mossyvolkswagen.com|2022-08-13|2022-08-17|2022-08-17|
1C4JJXP67NW274773|2022|Jeep|Wrangler 4xe WRANGLER SAHARA 4xe 4WD Sport Utility Vehicles|Unlimited Sahara|Gilchrist Automotive|3001 Fort Worth Hwy|Weatherford|TX|76087|57475|6|FALSE|FALSE|Sport Utility/5 seats|4WD|I4 DOHC DI Turbo PHEV Engine|Gas|Granite Crystal Metallic Clearcoat|Black|https://www.gilchristautomotive.com|2022-06-25|2022-08-17|2022-08-17|in_transit
5LMCJ3D91KUL10070|2019|Lincoln|MKC Reserve SUV|Reserve AWD|Corwin Automotive Group|201 40th St S|Fargo|ND|58103|37000|17433|TRUE|FALSE|crossover|All-Wheel Drive|245 hp 2L I4|Gasoline|Red (burgundy Velvet Metallic Tinted Clearcoat)|Cappuccino Leather|https://www.corwinauto.com|2022-08-11|2022-08-17|2022-08-17|
1FMCU0G94EUA81506|2014|Ford|Escape|SE|Stokes Volkswagen|3491 Ashley Phosphate Rd|North Charleston|SC|29418|12999|131420|TRUE|FALSE|SE 4dr SUV (1.6L 4cyl Turbo 6A)|front wheel drive|gas|Gasoline|Ingot Silver Metallic|Charcoal Black Cloth|https://www.stokesvw.com|2022-06-19|2022-08-14|2022-08-13|
1C4RJKAG1N8618061|2022|Jeep|New Grand Cherokee|Laredo|Autoland Chrysler Jeep Dodge Ram|170 Rte 22 E|Springfield|NJ|07081|46665|10|FALSE|FALSE|Laredo 4dr SUV 4WD (3.6L 6cyl 8A)|four wheel drive|gas||Silver Zynith|Global Black Cloth|https://www.autolandcjdr.com|2022-07-23|2022-08-17|2022-08-17|
1C6RR7GG3NS224715|2022|Ram|Ram 1500 Classic|WARLOCK|West Herr Chrysler Dodge Ram Of Orchard Park|3551 Southwestern Blvd|Orchard Park|NY|14127|||TRUE|FALSE||Four-wheel|||||https://www.westherrdodge.net|2022-08-17|2022-08-17||
1C4HJXFN6NW243828|2022|Jeep|Wrangler|Rubicon|Frontier Dodge Chrysler Jeep Ram Fiat|5801 Tx-327 Spur|Lubbock|TX|79424|55765||TRUE|FALSE||Four-wheel|2.0L I4 DOHC DI Turbo Engine with Stop/Start||||https://www.frontierchryslerdodgejeep.com|2022-07-22|2022-08-17||
WP0AC2A97NS269256|2022|Porsche|911|GT3 Touring Coupe RWD|Hgreg Lux|2500 W Sample Rd|Pompano Beach|FL|33073|315000|452|TRUE|FALSE|Coupe|Rear-Wheel Drive|502 hp 4L H6|Gasoline|Yellow||https://www.hgreglux.com|2022-08-16|2022-08-17|2022-08-17|
4JGDF7CE0DA242671|2013|Mercedes-Benz|GL 450 GL 450|GL 450 4MATIC|Shift.Com|ONLINE_ONLY|Fort Worth|TX|96116|21950|75838|TRUE|FALSE|SUV|All-wheel Drive|4.7L V8 32V GDI DOHC Twin Turbo|gasoline|Silver|Black|https://shift.com|2022-06-28|2022-08-17|2022-08-17|
7MMVABEM3PN104330|2023|Mazda|CX-50|2.5 S Premium Plus Package|Hello Mazda Of San Diego|6999 Clairemont Mesa Blvd|San Diego|CA|92111|38430|3150|FALSE|FALSE|suv|All-Wheel Drive|187 hp 2.5L I4|Gasoline|Machine Gray Metallic|Black|https://www.hellomazdasandiego.com|2022-07-07|2022-08-17|2022-08-17|
SALSH2E4XBA289595|2011|Land Rover|Range Rover Sport|Supercharged 4WD|Tred|ONLINE_ONLY|San Diego|CA|92101|16000|133334|TRUE|FALSE|suv|Four-Wheel Drive|510 hp 5L V8|Gasoline|White|Almond / Nutmeg|https://www.tred.com|2022-08-17|2022-08-17||
5LMJJ3LT7KEL05261|2019|Lincoln|NAVIGATOR|L Reserve|Shottenkirk Hyundai|300 Liberty Blvd|Canton|GA|30114|72982|21533|TRUE|FALSE|L Reserve 4dr SUV 4WD (3.5L 6cyl Turbo 10A)|four wheel drive|gas|Gasoline|Burgundy Velvet Metallic Tinted Clearcoat|Ebony Premium Leather|https://www.shottenkirkhyundai.com|2022-04-29|2022-08-17|2022-08-17|
JTJGARBZ4M2183888|2021|Lexus|NX 300 SUV|NX 300 FWD|Penske Automotive Group, Inc.|2555 S Telegraph Rd|Bloomfield Hills|MI|48302|44000|9136|TRUE|TRUE|SUV/5 seats|Front-wheel|2.0L I-4 Cylinders|Gasoline|Caviar|Glazed Caramel Nuluxe - Dark Umber Trim|https://www.penskeluxury.com|2022-07-30|2022-08-17|2022-08-16|
1G1ZD5ST5LF098694|2020|Chevrolet|Malibu|LT|Hertz Car Sales Bell Road|1133 W Bell Rd|Phoenix|AZ|85023|20502|51425|TRUE|FALSE|Sedan|Front-wheel Drive|1.5L I4 16V GDI DOHC Turbo|Regular Unleaded|Black|Black|https://www.hertzcarsales.com|2022-06-12|2022-08-17|2022-08-17|
1C3EL46XX4N409600|2004|Chrysler|Sebring LX Sedan|Base|Dondelinger Ford|1510 S Pokegama Ave|Grand Rapids|MN|55744|4000|97173|TRUE|FALSE|4dr Sedan (2.4L 4cyl 4A)|front wheel drive|gas||Bright Silver Metallic Clearcoat|Dark Slate Gray|https://www.dondelingerford.com|2022-08-06|2022-08-17|2022-08-17|
5LMCJ1C97NUL24789|2022|Lincoln|Corsair|Standard|Parks Lincoln Of Gainesville|3333 N Main St|Gainesville|FL|32609|41395||FALSE|FALSE|SUV|Front-Wheel Drive|2.0L Turbocharged I-4 Engine with Auto Start-Stop Technology|Gasoline|Pristine White|Micro-perforated Lincoln Soft Touch - Medium Slate|https://www.parkslincolngainesville.com|2022-08-14|2022-08-17|2022-08-17|
JM3KFBDM1N0644198|2022|Mazda|Mazda CX-5|2.5 S Premium|Peruzzi(r) Auto Group|156 Lincoln Hwy|Fairless Hills|PA|19030||1|FALSE|FALSE|SUV|AWD|2.5L SKYACTIV-G 4-Cylinders|Gasoline|Machine Gray Metallic|Parchment Leather|https://www.peruzzi.com|2022-07-28|2022-08-17|2022-08-17|
KNDPMCAC8H7158196|2017|Kia|Sportage|LX|City Motor Company, Inc. Cadillac Chevrolet|3900 10th Ave S|Falls|MT|59405|18553|87441|TRUE|FALSE|LX 4dr SUV AWD (2.4L 4cyl 6A)|all wheel drive|gas|Gasoline|Mineral Silver|Black Cloth|https://www.citymotorgm.com|2022-04-02|2022-08-17|2022-08-17|
5XXGT4L35LG383035|2020|Kia|Optima|LX|Payne Mitsubishi|2003 E Espy 83|Mission|TX|78572||57174|TRUE|FALSE|Sedan|Front-wheel|I-4 Cylinders||Horizon Blue|Black|https://www.paynemitsubishi.com|2022-06-30|2022-08-17|2022-08-16|
WP0AA2A73JL101817|2018|Porsche|Panamera|Base|Grieco Chevrolet Of Lauderhill|1640 N State Rd 7|Lauderhill|FL|33313|66936|35763|TRUE|FALSE|4dr Sedan (3.0L 6cyl Turbo 8AM)|rear wheel drive|gas|Gasoline|Volcano Grey Metallic|Black/chalk Leather|https://www.griecochevroletlauderhill.com|2022-07-14|2022-08-17|2022-08-17|
3GTU2UEC9FG504556|2015|GMC|Sierra 1500|4WD Crew Cab 143.5\" SLE|Payton Place Auto Seymour|940 W Tipton St|Seymour|IN|47274|35995|87234|TRUE|FALSE||4WD|V8, EcoTec3, 5.3 Liters||Gray||https://paytonplaceauto.com|2022-04-20|2022-08-17|2022-08-17|
5FNYF6H20MB019083|2021|Honda|Pilot|Special Edition|Superior Automotive Group|4476 N Waterside Court|Fayetteville|AR|72703|43499|22004|TRUE|FALSE|SE 4dr SUV AWD (3.5L 6cyl 9A)|AWD4WD|gas|Gas|Steel Sapphire Metallic Exterior||https://www.drivesuperior.com|2022-08-03|2022-08-17|2022-08-17|
1GCRKSE01DZ326610|2013|Chevrolet|Silverado 1500|LT Ext. Cab Long Box 4WD|Harvey Auto Sales LLC|2304 Saginaw St|Flint|MI|48503|9995|196433|TRUE|FALSE|pickup_truck|4WD|5.3L V8 OHV 16V FFV|Flex Fuel Vehicle|Silver|Cloth|https://harveyautosales.com|2021-04-05|2022-08-17|2022-08-17|
19UUB5F39NA004741|2022|Acura|TLX|Base|Muller Acura Of Merrillville|3301 W Lincoln Hwy|Merrillville|IN|46410|39995|3|FALSE|FALSE|4dr Sedan w/2.0T (2.0L 4cyl Turbo 10A)|front wheel drive|gas|Gasoline Fuel|Lunar Silver Metallic|N/a|https://www.mulleracuraofmerrillville.com|2022-08-12|2022-08-17|2022-08-17|
2GC4YREY9N1TBD007|2022|Chevrolet|Silverado 2500 HD High Country Truck Crew Cab|High Country|Blaise Alexander Chevrolet Of Greencastle|1490 Ebberts Spring Ct|Greencastle|PA|17225|82940|0|FALSE|FALSE|Truck Crew Cab|4x4|V-8 Cylinders||Cherry Red Tintcoat|Black Umber|https://www.blaisechevy.net|2022-03-04|2022-08-17||
3CZRZ1H53PM704326|2023|Honda|HR-V|Sport|Envision Honda Of Milpitas|920 Thompson St|Milpitas|CA|95035||5|FALSE|FALSE|SUV|FWD|Regular Unleaded I-4 2.0 Liters/122||Crystal Black Pearl|Bk|https://www.envisionhondaofmilpitas.com|2022-07-22|2022-08-16|2022-08-16|
4S3BWAC6XL3022605|2020|Subaru|Legacy Premium Sedan||Mccurley Integrity Subaru|9620 Sandifur Pkwy|Pasco|WA|99301|31500|26316|TRUE|FALSE|||||||https://www.mccurleysubaru.com|2022-08-09|2022-08-17|2022-08-17|
3GNAXJEV4JL369112|2018|Chevrolet|Equinox|LT|Reed Chrysler Dodge Jeep Ram Hyundai|3100 S U S 169 Hwy|St Joseph|MO|64503|24488|65185|TRUE|FALSE||FWD|||Storm Blue Metallic Exterior||http://www.reedauto.com|2022-08-16|2022-08-17|2022-08-17|
1N4AA6AP9GC387856|2016|Nissan|Maxima 3.5 SV Car|3.5 SV|Valley Ford Of Huron, Inc.|55 Cleveland Rd E|Huron|OH|44839|16994|91420|TRUE|FALSE|Sedan|FWD|V6 Cylinders Engine||Brilliant Silver Exterior|Gray|https://www.valleyfordofhuroninc.com|2022-07-05|2022-08-17|2022-08-16|
1GCPWCED3MZ319128|2021|Chevrolet|SILVERADO 1500|2WD CREW CAB 147 LT|Mclarty Nissan Of Little Rock|1 Colonel Glenn Plaza Dr|Little Rock|AR|72210|42800|19056|TRUE|FALSE|LT|4X2|5.3L V8|Gasoline|Northsky Blue Metallic|Gideon/very Dark Atmosphere|https://www.mclartynissanlr.com|2022-07-25|2022-08-14|2022-08-13|
1GYS4DKL6PR104228|2023|Cadillac|Escalade|Premium Luxury Platinum|Orr Cadillac Gmc|400 Tx-63 Spur|Longview|TX|75601|119705|4|FALSE|FALSE|SUV|4WD|6.2L V8 engine||Radiant Red Tintcoat|Dark Auburn With Jet Black Accents, Full Semi-aniline Leather Seats With Mondrian Quilting|https://www.gmclongview.com|2022-08-02|2022-08-17|2022-08-17|in_transit
JTHBW1GG4G2116699|2016|Lexus|ES 300h Premium plus||Auto Connect Usa|779b W 16th St|Costa Mesa|CA|92627|26500|24650|TRUE|FALSE|Sedan 4-DR|FWD|2.5L L4 DOHC 16V HYBRID||Gray|Black|http://autoconnectusa.us|2022-04-09|2022-08-17|2022-08-17|
2T3W1RFVXKC017015|2019|Toyota|RAV4|XLE|Red Mccombs Toyota|13526 W I 10 Frontage Rd|San Antonio|TX|78249|35999|948|TRUE|FALSE||||FWD|||https://www.redmccombstoyota.com|2022-08-17|2022-08-17|2022-08-17|
WMWXU3C55K2B64895|2019|MINI|Hardtop|Cooper S|Quality Auto Center Of Ramsey|345 Us-22|Springfield|NJ|07081|32995|14293|TRUE|FALSE|Cooper S 4dr Hatchback|FWD|2.0L I4|Gasoline|Pepper White|Carbon Black|https://www.qualityautoramsey.net|2021-10-22|2022-08-17|2022-08-17|
